A,B,C,D
12170,c,133,C
12171,e,155,B
12172,d,90,A
12173,b,11,B
12174,e,161,A
12175,b,197,C
12176,e,120,B
12177,b,49,C
12178,d,37,C
12179,e,110,A
12180,c,91,C
12181,c,12,B
12182,e,41,A
12183,e,133,C
12184,c,107,C
12185,e,100,A
12186,e,144,C
12187,c,123,A
12188,e,142,C
12189,d,100,B
12190,d,13,A
12191,e,47,A
12192,a,154,A
12193,b,85,A
12194,e,179,B
12195,b,79,A
12196,e,113,B
12197,d,97,A
12198,d,72,C
12199,a,172,B
12200,e,86,A
12201,c,126,A
12202,b,12,B
12203,c,30,C
12204,c,191,C
12205,d,168,A
12206,d,180,B
12207,e,129,A
12208,d,189,B
12209,b,20,B
12210,d,105,C
12211,e,89,A
12212,d,187,A
12213,e,172,B
12214,a,43,C
12215,c,149,C
12216,a,43,C
12217,c,178,A
12218,a,17,C
12219,e,114,B
12220,a,74,A
12221,a,75,A
12222,c,91,C
12223,b,198,B
12224,c,141,B
12225,d,94,B
12226,c,168,B
12227,a,12,C
12228,b,21,B
12229,b,104,A
12230,c,48,A
12231,e,23,B
12232,b,107,C
12233,b,54,B
12234,d,132,A
12235,d,74,C
12236,b,95,A
12237,e,160,C
12238,e,110,C
12239,c,132,A
12240,c,104,A
12241,e,199,A
12242,e,91,A
12243,d,195,A
12244,d,199,C
12245,e,4,B
12246,b,137,B
12247,b,103,C
12248,a,52,B
12249,b,136,A
12250,b,163,B
12251,c,52,B
12252,d,106,B
12253,b,40,C
12254,a,137,B
12255,b,182,C
12256,a,137,C
12257,e,2,A
12258,a,130,A
12259,c,54,C
12260,d,97,A
12261,a,198,B
12262,e,52,A
12263,e,1,C
12264,e,97,B
12265,b,169,C
12266,d,196,A
12267,e,93,C
12268,b,162,C
12269,b,131,C
12270,d,134,A
12271,e,125,A
12272,a,3,C
12273,e,156,B
12274,d,37,C
12275,a,170,B
12276,d,146,A
12277,e,171,A
12278,b,53,A
12279,a,64,C
12280,c,140,A
12281,a,91,B
12282,a,110,B
12283,d,182,C
12284,e,10,C
12285,d,128,A
12286,c,126,B
12287,d,7,B
12288,e,114,B
12289,a,134,A
12290,a,129,C
12291,a,152,A
12292,b,21,B
12293,a,123,C
12294,b,192,A
12295,a,92,C
12296,a,182,C
12297,d,41,A
12298,d,5,C
12299,c,182,C
12300,b,95,A
12301,b,49,B
12302,e,156,A
12303,a,103,C
12304,d,78,C
12305,d,4,A
12306,d,177,B
12307,b,91,B
12308,a,65,A
12309,d,164,C
12310,e,122,B
12311,b,113,B
12312,a,40,B
12313,d,184,B
12314,c,186,A
12315,e,43,C
12316,e,8,A
12317,c,157,C
12318,b,1,C
12319,c,124,B
12320,a,48,C
12321,e,130,B
12322,c,30,A
12323,b,46,B
12324,d,123,B
12325,a,128,A
12326,c,126,C
12327,d,115,A
12328,b,122,A
12329,a,188,A
12330,c,86,C
12331,d,172,B
12332,a,91,B
12333,c,40,A
12334,b,79,B
12335,a,45,A
12336,d,95,C
12337,b,12,C
12338,d,148,C
12339,a,27,C
12340,b,51,C
12341,d,188,B
12342,e,42,A
12343,d,168,C
12344,d,171,C
12345,e,100,C
12346,b,101,A
12347,b,85,B
12348,d,131,B
12349,a,120,C
12350,a,65,C
12351,b,79,A
12352,d,60,B
12353,d,5,B
12354,c,106,C
12355,e,108,C
12356,e,19,A
12357,b,166,C
12358,c,42,B
12359,a,131,B
12360,e,49,B
12361,a,172,C
12362,c,199,C
12363,a,54,A
12364,b,25,A
12365,b,9,B
12366,e,23,A
12367,c,81,B
12368,e,115,C
12369,d,89,A
12370,e,97,B
12371,a,142,A
12372,a,153,C
12373,e,13,B
12374,b,80,A
12375,d,61,C
12376,a,117,A
12377,e,181,C
12378,c,154,B
12379,d,134,A
12380,d,79,C
12381,d,41,C
12382,e,134,C
12383,a,61,B
12384,a,167,B
12385,d,85,C
12386,d,73,C
12387,e,10,A
12388,e,105,C
12389,a,161,A
12390,d,192,B
12391,e,27,B
12392,c,86,A
12393,b,137,C
12394,b,24,A
12395,d,151,A
12396,b,159,A
12397,a,8,C
12398,c,122,C
12399,d,47,B
12400,e,153,A
12401,b,37,C
12402,c,43,C
12403,a,120,C
12404,e,60,A
12405,d,139,B
12406,d,46,A
12407,e,92,C
12408,b,191,B
12409,b,179,C
12410,e,154,C
12411,c,119,C
12412,a,2,C
12413,b,70,A
12414,a,181,C
12415,a,83,A
12416,d,6,B
12417,b,138,B
12418,c,143,C
12419,e,104,A
12420,e,89,C
12421,e,155,C
12422,b,180,C
12423,b,143,A
12424,b,125,C
12425,a,196,A
12426,e,114,C
12427,c,120,B
12428,e,158,C
12429,e,123,B
12430,e,120,A
12431,b,67,B
12432,a,5,B
12433,a,10,C
12434,b,96,C
12435,c,117,C
12436,b,4,A
12437,c,148,C
12438,e,168,B
12439,c,42,C
12440,d,19,A
12441,a,57,A
12442,b,143,A
12443,b,103,C
12444,d,30,C
12445,d,18,C
12446,b,51,A
12447,c,62,B
12448,b,56,A
12449,e,177,C
12450,a,159,B
12451,b,119,C
12452,b,106,C
12453,e,74,A
12454,c,122,B
12455,d,123,B
12456,c,31,A
12457,a,182,B
12458,e,55,B
12459,b,156,B
12460,b,1,A
12461,a,123,B
12462,b,187,A
12463,e,139,A
12464,c,90,C
12465,e,22,A
12466,b,54,A
12467,e,143,A
12468,e,167,A
12469,d,31,C
12470,b,34,C
12471,d,6,C
12472,e,45,A
12473,b,121,B
12474,b,125,C
12475,c,131,A
12476,c,101,B
12477,e,7,C
12478,b,16,B
12479,d,132,B
12480,d,3,B
12481,a,44,C
12482,a,166,A
12483,c,107,A
12484,d,36,B
12485,e,79,A
12486,b,123,A
12487,e,142,B
12488,d,32,C
12489,b,58,B
12490,e,167,B
12491,c,10,B
12492,c,131,B
12493,c,7,B
12494,b,35,B
12495,e,180,A
12496,d,95,A
12497,b,41,C
12498,a,10,A
12499,c,6,A
12500,e,152,A
12501,b,30,B
12502,d,55,B
12503,c,193,C
12504,b,147,A
12505,c,192,C
12506,d,53,A
12507,e,164,B
12508,b,73,B
12509,c,83,A
12510,e,42,A
12511,e,98,C
12512,e,41,A
12513,c,26,C
12514,a,42,A
12515,e,151,C
12516,c,102,A
12517,d,187,C
12518,b,2,A
12519,c,89,B
12520,d,3,C
12521,e,176,B
12522,b,160,A
12523,d,122,A
12524,c,147,C
12525,d,133,C
12526,a,114,B
12527,d,178,A
12528,e,99,C
12529,b,48,A
12530,c,142,B
12531,b,159,C
12532,b,31,B
12533,e,107,C
12534,d,123,C
12535,e,186,A
12536,c,89,A
12537,d,68,C
12538,b,193,A
12539,d,109,B
12540,d,16,C
12541,c,114,C
12542,c,71,B
12543,a,159,A
12544,e,117,C
12545,d,116,A
12546,a,149,C
12547,e,157,C
12548,a,172,B
12549,e,167,C
12550,d,112,B
12551,c,113,B
12552,d,87,B
12553,d,154,C
12554,b,61,B
12555,b,14,A
12556,b,87,A
12557,b,56,A
12558,a,34,A
12559,c,164,A
12560,d,19,C
12561,b,27,B
12562,d,197,A
12563,b,100,C
12564,a,132,A
12565,d,164,C
12566,e,84,C
12567,b,181,A
12568,e,18,A
12569,a,27,C
12570,b,176,C
12571,b,68,A
12572,a,29,A
12573,e,146,B
12574,a,199,A
12575,b,162,B
12576,d,184,C
12577,d,32,C
12578,a,136,B
12579,d,137,C
12580,a,78,C
12581,a,72,C
12582,b,4,C
12583,a,60,C
12584,b,103,A
12585,d,48,A
12586,e,118,C
12587,d,79,B
12588,e,190,A
12589,a,140,A
12590,c,69,B
12591,e,138,A
12592,c,43,C
12593,c,43,A
12594,a,136,C
12595,d,4,A
12596,c,61,C
12597,a,198,A
12598,b,3,A
12599,d,195,B
12600,c,155,A
12601,b,157,C
12602,c,16,B
12603,e,182,A
12604,b,114,B
12605,b,48,B
12606,e,111,A
12607,d,113,A
12608,e,104,C
12609,a,95,A
12610,c,146,B
12611,b,24,A
12612,c,40,C
12613,b,186,B
12614,d,69,B
12615,a,72,C
12616,e,121,B
12617,a,103,A
12618,d,21,B
12619,b,84,C
12620,c,36,C
12621,a,55,B
12622,d,198,B
12623,c,135,A
12624,b,168,A
12625,c,6,B
12626,e,32,B
12627,e,72,B
12628,d,11,A
12629,a,135,B
12630,a,116,B
12631,a,93,C
12632,d,75,B
12633,c,12,A
12634,d,129,B
12635,d,14,A
12636,e,74,B
12637,d,40,B
12638,b,54,A
12639,e,148,A
12640,b,168,A
12641,a,112,C
12642,a,76,A
12643,d,92,B
12644,c,185,A
12645,e,70,A
12646,c,44,A
12647,d,4,B
12648,c,144,B
12649,a,166,C
12650,b,31,B
12651,a,22,C
12652,e,44,A
12653,c,104,A
12654,a,188,B
12655,e,154,C
12656,a,127,B
12657,e,32,C
12658,e,23,C
12659,e,124,A
12660,b,198,A
12661,c,150,A
12662,d,131,B
12663,b,77,A
12664,a,60,C
12665,b,175,B
12666,e,14,A
12667,d,8,C
12668,a,6,A
12669,a,39,C
12670,d,17,A
12671,c,128,C
12672,e,108,A
12673,a,104,C
12674,c,159,C
12675,e,64,A
12676,e,144,B
12677,d,106,C
12678,d,115,B
12679,b,117,B
12680,a,107,A
12681,d,124,C
12682,b,3,C
12683,d,18,C
12684,d,152,A
12685,d,163,B
12686,b,81,B
12687,a,165,C
12688,a,167,C
12689,e,84,A
12690,d,40,B
12691,e,90,C
12692,e,186,B
12693,a,126,A
12694,a,61,B
12695,b,81,B
12696,d,102,B
12697,e,180,A
12698,d,85,A
12699,b,98,C
12700,e,170,A
12701,b,82,B
12702,d,138,B
12703,d,57,A
12704,c,146,A
12705,a,80,B
12706,b,62,C
12707,c,148,A
12708,e,145,A
12709,e,121,B
12710,c,4,A
12711,a,112,C
12712,a,91,B
12713,d,122,C
12714,e,41,B
12715,c,172,C
12716,a,66,B
12717,e,160,B
12718,d,84,C
12719,b,47,C
12720,e,121,B
12721,c,6,A
12722,b,106,C
12723,c,42,C
12724,d,38,A
12725,e,106,C
12726,c,88,B
12727,a,93,C
12728,d,11,A
12729,a,101,A
12730,d,11,B
12731,e,88,A
12732,d,191,B
12733,d,73,C
12734,d,150,A
12735,d,132,C
12736,a,67,C
12737,b,194,A
12738,a,142,C
12739,c,184,B
12740,d,64,B
12741,d,85,B
12742,c,31,B
12743,c,169,A
12744,e,53,A
12745,e,126,A
12746,e,62,B
12747,a,108,A
12748,e,30,B
12749,d,13,B
12750,d,52,B
12751,c,129,B
12752,c,121,B
12753,e,61,B
12754,b,133,A
12755,d,142,B
12756,a,193,C
12757,d,114,C
12758,e,156,B
12759,b,175,B
12760,d,170,C
12761,b,179,B
12762,b,124,B
12763,b,152,A
12764,a,78,A
12765,d,90,C
12766,a,63,C
12767,c,145,C
12768,c,110,C
12769,a,177,B
12770,a,88,C
12771,a,100,B
12772,e,6,B
12773,e,159,A
12774,b,67,A
12775,e,168,C
12776,b,101,C
12777,c,153,A
12778,c,172,A
12779,d,28,A
12780,c,195,A
12781,d,40,A
12782,d,22,A
12783,c,186,B
12784,e,4,C
12785,d,61,A
12786,d,160,A
12787,c,117,A
12788,a,126,B
12789,a,68,A
12790,b,131,B
12791,b,19,A
12792,b,165,C
12793,e,8,C
12794,a,106,C
12795,a,137,C
12796,a,105,A
12797,a,173,B
12798,b,35,B
12799,e,110,B
12800,a,120,A
12801,e,101,B
12802,e,91,B
12803,d,155,C
12804,b,11,A
12805,a,82,A
12806,d,30,B
12807,d,127,B
12808,d,85,C
12809,e,20,B
12810,b,148,C
12811,a,31,C
12812,e,95,C
12813,c,87,B
12814,a,2,C
12815,c,50,B
12816,c,89,A
12817,c,61,C
12818,a,163,A
12819,c,61,A
12820,e,184,A
12821,d,70,C
12822,b,99,C
12823,a,1,B
12824,d,2,C
12825,e,55,C
12826,a,144,A
12827,a,42,A
12828,a,140,B
12829,d,64,A
12830,a,11,A
12831,c,73,B
12832,a,83,B
12833,e,86,A
12834,c,13,A
12835,d,183,C
12836,d,181,C
12837,e,190,A
12838,d,165,B
12839,b,75,A
12840,e,162,B
12841,e,169,C
12842,b,144,B
12843,e,4,A
12844,e,1,A
12845,d,11,C
12846,d,44,C
12847,e,131,A
12848,e,4,A
12849,e,58,B
12850,c,195,A
12851,b,40,B
12852,a,21,C
12853,c,83,B
12854,d,171,B
12855,d,149,B
12856,c,127,C
12857,b,174,A
12858,a,159,B
12859,e,198,A
12860,c,120,B
12861,e,172,A
12862,c,48,C
12863,a,126,B
12864,a,101,B
12865,b,97,B
12866,e,96,C
12867,a,36,A
12868,c,149,A
12869,a,60,A
12870,e,167,C
12871,d,190,A
12872,e,76,C
12873,a,95,C
12874,d,192,A
12875,a,22,B
12876,a,48,B
12877,a,15,B
12878,e,120,B
12879,d,60,B
12880,c,11,A
12881,a,69,C
12882,c,177,B
12883,b,131,B
12884,c,43,C
12885,d,168,C
12886,e,56,B
12887,d,149,B
12888,c,132,C
12889,a,32,A
12890,e,121,B
12891,b,21,C
12892,c,82,A
12893,a,36,B
12894,d,6,A
12895,b,35,A
12896,b,147,A
12897,e,127,A
12898,e,136,A
12899,e,8,C
12900,c,33,C
12901,b,108,C
12902,d,176,B
12903,d,159,C
12904,c,42,B
12905,a,147,B
12906,a,95,A
12907,b,105,A
12908,b,178,C
12909,a,120,A
12910,d,153,C
12911,d,147,C
12912,c,133,A
12913,c,98,B
12914,a,143,B
12915,e,157,C
12916,c,150,A
12917,d,194,A
12918,a,129,A
12919,e,154,A
12920,c,105,B
12921,b,167,A
12922,e,189,A
12923,b,108,B
12924,c,40,C
12925,d,169,A
12926,d,159,A
12927,a,10,A
12928,c,133,A
12929,c,51,A
12930,a,157,B
12931,b,129,B
12932,b,93,B
12933,b,143,B
12934,c,121,B
12935,d,93,B
12936,d,31,B
12937,d,3,A
12938,b,124,B
12939,b,21,B
12940,e,154,A
12941,d,148,A
12942,e,53,B
12943,d,200,C
12944,e,140,C
12945,d,47,B
12946,e,193,A
12947,a,95,A
12948,b,18,A
12949,b,133,A
12950,a,167,C
12951,b,145,C
12952,a,29,B
12953,c,197,B
12954,a,57,A
12955,e,60,C
12956,b,122,B
12957,e,34,A
12958,e,54,C
12959,a,73,B
12960,c,83,C
12961,c,169,C
12962,d,108,C
12963,c,188,C
12964,a,184,A
12965,b,122,C
12966,c,2,B
12967,d,139,C
12968,e,14,B
12969,e,178,A
12970,e,19,B
12971,e,80,C
12972,d,161,C
12973,e,177,B
12974,e,158,A
12975,d,106,A
12976,e,5,C
12977,d,50,C
12978,c,25,A
12979,c,88,B
12980,e,123,A
12981,a,11,C
12982,a,99,C
12983,c,139,C
12984,d,65,C
12985,a,89,B
12986,b,155,B
12987,e,123,A
12988,d,21,C
12989,a,24,C
12990,d,115,A
12991,a,141,C
12992,b,49,B
12993,d,9,A
12994,a,163,B
12995,d,26,A
12996,b,76,A
12997,b,159,C
12998,d,179,B
12999,c,124,A
13000,a,5,A
13001,b,116,C
13002,e,167,C
13003,a,120,C
13004,a,20,A
13005,a,126,C
13006,b,198,B
13007,a,190,A
13008,d,11,C
13009,e,32,B
13010,c,143,B
13011,e,132,C
13012,b,150,B
13013,d,182,A
13014,c,72,B
13015,e,122,C
13016,b,189,C
13017,d,36,C
13018,a,51,A
13019,a,42,C
13020,d,153,C
13021,d,161,B
13022,a,16,B
13023,c,69,C
13024,a,197,B
13025,c,95,C
13026,a,50,B
13027,c,148,C
13028,c,46,A
13029,a,152,C
13030,d,36,A
13031,e,198,B
13032,a,135,C
13033,c,87,B
13034,b,61,A
13035,a,165,C
13036,c,11,A
13037,e,49,A
13038,a,78,A
13039,e,123,C
13040,c,130,A
13041,a,153,A
13042,a,123,A
13043,e,69,C
13044,d,88,C
13045,c,85,A
13046,c,138,C
13047,d,46,A
13048,b,80,C
13049,c,192,B
13050,b,51,C
13051,b,29,B
13052,e,2,A
13053,a,168,A
13054,c,177,A
13055,d,42,B
13056,a,45,B
13057,d,40,A
13058,a,198,A
13059,d,72,B
13060,b,35,B
13061,a,23,C
13062,b,182,C
13063,a,133,B
13064,e,124,A
13065,e,39,B
13066,b,97,A
13067,e,162,C
13068,d,196,B
13069,e,76,C
13070,c,51,B
13071,b,39,C
13072,a,9,B
13073,b,90,C
13074,b,115,A
13075,e,87,C
13076,b,169,B
13077,e,23,C
13078,c,117,A
13079,b,117,A
13080,b,125,A
13081,e,59,A
13082,d,157,B
13083,b,112,A
13084,d,7,C
13085,b,110,A
13086,c,134,A
13087,d,195,C
13088,a,20,C
13089,e,7,A
13090,d,64,A
13091,d,115,B
13092,a,194,B
13093,a,174,A
13094,a,49,B
13095,c,34,B
13096,c,134,A
13097,d,154,B
13098,a,138,A
13099,a,38,C
13100,d,19,A
13101,c,25,C
13102,d,159,B
13103,d,46,A
13104,b,74,B
13105,e,23,C
13106,a,161,A
13107,e,185,B
13108,b,67,C
13109,d,91,A
13110,d,131,C
13111,b,105,C
13112,d,107,C
13113,b,90,C
13114,c,88,B
13115,d,53,C
13116,d,2,A
13117,c,161,B
13118,e,66,B
13119,b,153,A
13120,a,119,A
13121,c,103,C
13122,d,11,A
13123,b,51,C
13124,d,98,C
13125,e,131,A
13126,b,167,B
13127,e,42,B
13128,c,5,A
13129,e,154,A
13130,d,43,A
13131,b,183,C
13132,c,105,B
13133,b,15,C
13134,b,177,C
13135,e,39,C
13136,b,193,B
13137,b,147,B
13138,d,169,C
13139,e,59,A
13140,b,72,A
13141,b,140,B
13142,c,169,C
13143,d,99,A
13144,c,20,C
13145,e,97,A
13146,d,39,C
13147,b,177,A
13148,a,68,A
13149,c,30,C
13150,a,137,A
13151,b,70,C
13152,b,171,C
13153,d,181,A
13154,e,97,C
13155,d,187,C
13156,e,4,A
13157,e,163,A
13158,b,189,B
13159,d,37,B
13160,c,144,B
13161,d,62,C
13162,d,93,A
13163,c,67,A
13164,d,39,C
13165,c,8,A
13166,d,62,A
13167,d,71,A
13168,d,116,B
13169,c,39,A
13170,d,102,B
13171,b,143,A
13172,a,33,B
13173,e,193,A
13174,b,119,A
13175,c,67,C
13176,a,93,C
13177,d,74,A
13178,c,47,A
13179,b,191,C
13180,e,91,B
13181,b,137,C
13182,d,150,C
13183,c,96,A
13184,c,158,C
13185,e,91,C
13186,e,80,B
13187,c,145,C
13188,d,59,B
13189,b,49,B
13190,c,88,A
13191,a,83,C
13192,b,52,C
13193,d,54,A
13194,a,131,C
13195,b,194,C
13196,d,95,A
13197,a,49,B
13198,a,67,B
13199,c,18,B
13200,e,190,B
13201,e,34,C
13202,c,7,C
13203,d,200,B
13204,a,132,C
13205,e,139,B
13206,e,130,A
13207,e,37,A
13208,e,6,B
13209,a,191,C
13210,a,175,A
13211,c,77,C
13212,d,49,C
13213,e,74,B
13214,e,23,C
13215,a,111,B
13216,d,155,B
13217,b,58,A
13218,c,121,A
13219,c,137,B
13220,d,119,A
13221,b,22,C
13222,e,171,C
13223,b,72,C
13224,c,130,C
13225,c,48,A
13226,a,99,B
13227,e,177,C
13228,a,38,C
13229,a,46,B
13230,a,155,A
13231,d,186,C
13232,b,3,C
13233,b,29,B
13234,d,157,A
13235,b,148,C
13236,d,122,A
13237,a,193,B
13238,c,29,B
13239,b,114,A
13240,b,79,A
13241,b,48,B
13242,c,46,A
13243,c,152,A
13244,a,6,B
13245,b,6,C
13246,e,198,C
13247,e,170,B
13248,d,173,B
13249,d,144,A
13250,e,125,C
13251,c,111,C
13252,e,176,B
13253,e,175,C
13254,a,122,B
13255,e,173,B
13256,b,174,B
13257,a,191,B
13258,a,6,A
13259,c,198,B
13260,d,46,B
13261,d,106,B
13262,d,186,C
13263,a,176,A
13264,c,18,B
13265,e,177,C
13266,b,150,B
13267,a,97,A
13268,d,13,C
13269,e,4,B
13270,a,32,C
13271,c,126,C
13272,e,93,C
13273,a,59,C
13274,e,165,C
13275,d,33,A
13276,d,101,A
13277,a,185,C
13278,e,90,B
13279,a,37,C
13280,d,44,C
13281,a,21,A
13282,a,99,B
13283,c,34,C
13284,d,156,A
13285,e,86,A
13286,a,69,C
13287,b,83,C
13288,d,159,B
13289,d,186,B
13290,e,179,A
13291,e,60,A
13292,e,150,A
13293,e,36,A
13294,e,109,B
13295,e,117,B
13296,d,178,A
13297,d,190,A
13298,a,101,C
13299,b,61,C
13300,c,104,A
13301,e,200,C
13302,a,97,B
13303,c,114,C
13304,a,161,A
13305,a,59,A
13306,a,23,A
13307,c,59,C
13308,c,115,B
13309,b,77,B
13310,c,56,B
13311,b,162,B
13312,e,79,A
13313,d,120,C
13314,b,138,A
13315,b,173,A
13316,c,119,C
13317,b,23,A
13318,d,106,A
13319,b,147,B
13320,c,8,A
13321,d,32,C
13322,c,157,C
13323,c,20,C
13324,e,81,B
13325,c,122,B
13326,d,131,B
13327,b,141,A
13328,e,115,A
13329,d,126,A
13330,b,156,C
13331,d,43,C
13332,b,141,B
13333,e,103,A
13334,d,19,A
13335,c,28,B
13336,d,12,B
13337,b,10,A
13338,b,165,B
13339,c,197,C
13340,c,164,B
13341,d,155,B
13342,c,150,C
13343,e,109,A
13344,b,103,A
13345,b,134,B
13346,c,31,B
13347,c,2,B
13348,e,169,C
13349,d,41,B
13350,d,71,B
13351,b,8,A
13352,e,164,A
13353,a,45,B
13354,c,25,B
13355,b,191,B
13356,b,198,B
13357,b,170,B
13358,c,12,B
13359,d,34,C
13360,d,123,C
13361,a,57,A
13362,c,135,C
13363,b,72,C
13364,a,82,B
13365,b,63,A
13366,c,8,C
13367,a,133,C
13368,a,39,B
13369,c,25,A
13370,c,158,C
13371,c,112,A
13372,d,59,A
13373,a,11,A
13374,e,197,B
13375,e,32,C
13376,c,145,A
13377,d,104,A
13378,d,198,A
13379,c,115,B
13380,d,116,A
13381,d,130,B
13382,c,117,C
13383,a,180,A
13384,e,92,B
13385,a,28,C
13386,d,83,B
13387,d,95,A
13388,b,104,B
13389,a,52,B
13390,e,5,C
13391,b,126,C
13392,a,93,C
13393,a,71,C
13394,a,80,A
13395,d,32,C
13396,a,77,B
13397,d,44,B
13398,c,104,B
13399,c,29,C
13400,e,61,A
13401,b,48,A
13402,a,29,B
13403,c,41,B
13404,b,177,B
13405,d,44,A
13406,a,4,C
13407,a,38,A
13408,a,3,C
13409,c,4,B
13410,a,123,C
13411,e,125,A
13412,e,50,A
13413,d,70,A
13414,b,172,C
13415,e,40,A
13416,e,24,B
13417,c,27,B
13418,b,86,C
13419,c,31,C
13420,c,35,B
13421,b,46,C
13422,b,109,C
13423,a,10,A
13424,a,42,A
13425,d,138,B
13426,b,8,C
13427,e,200,C
13428,a,152,C
13429,b,179,B
13430,a,194,C
13431,d,133,C
13432,a,193,C
13433,a,89,A
13434,b,193,C
13435,a,109,C
13436,d,200,C
13437,b,166,B
13438,c,49,A
13439,d,51,A
13440,c,69,B
13441,d,107,A
13442,a,108,B
13443,c,124,C
13444,c,134,A
13445,e,45,C
13446,c,114,B
13447,d,58,A
13448,b,110,A
13449,b,161,C
13450,d,95,C
13451,a,9,C
13452,a,64,A
13453,d,156,A
13454,c,39,C
13455,c,78,C
13456,d,88,B
13457,c,99,A
13458,c,77,C
13459,d,39,B
13460,d,54,A
13461,e,32,A
13462,c,59,A
13463,e,83,A
13464,a,117,C
13465,a,93,B
13466,d,97,A
13467,c,155,C
13468,c,111,C
13469,d,98,C
13470,e,48,C
13471,e,194,A
13472,d,20,B
13473,e,41,A
13474,e,120,C
13475,a,116,A
13476,a,151,C
13477,e,45,B
13478,d,5,C
13479,c,81,C
13480,a,78,A
13481,b,144,C
13482,a,196,B
13483,c,124,B
13484,c,108,B
13485,b,10,B
13486,e,113,B
13487,e,103,A
13488,b,94,C
13489,e,29,B
13490,e,90,C
13491,b,198,C
13492,d,18,A
13493,a,177,B
13494,b,117,A
13495,e,101,C
13496,c,102,B
13497,b,120,C
13498,b,147,C
13499,b,178,A
13500,a,165,A
13501,a,6,B
13502,e,115,C
13503,d,11,C
13504,d,146,A
13505,b,176,A
13506,e,2,A
13507,a,83,A
13508,e,194,A
13509,b,96,B
13510,e,33,B
13511,b,197,C
13512,d,103,C
13513,e,75,B
13514,e,137,A
13515,d,39,A
13516,e,19,A
13517,d,107,C
13518,d,134,B
13519,d,95,B
13520,c,22,B
13521,e,199,C
13522,b,110,C
13523,a,153,C
13524,d,132,A
13525,d,20,B
13526,b,196,A
13527,d,114,A
13528,b,66,A
13529,d,130,A
13530,e,18,C
13531,d,198,B
13532,c,166,C
13533,b,166,B
13534,d,132,C
13535,a,179,C
13536,c,15,B
13537,d,126,A
13538,a,85,B
13539,c,154,A
13540,e,180,C
13541,d,28,B
13542,c,94,C
13543,a,171,C
13544,a,194,A
13545,c,70,C
13546,d,14,B
13547,e,149,B
13548,e,24,C
13549,b,128,C
13550,a,153,C
13551,c,151,B
13552,e,159,C
13553,e,115,C
13554,e,3,B
13555,c,48,B
13556,b,61,A
13557,e,55,C
13558,b,153,C
13559,a,121,B
13560,d,112,B
13561,e,177,C
13562,b,118,B
13563,a,128,B
13564,d,57,C
13565,a,52,A
13566,b,74,A
13567,a,77,C
13568,e,102,A
13569,b,190,C
13570,a,146,C
13571,b,197,B
13572,c,180,A
13573,d,169,C
13574,e,148,A
13575,e,31,C
13576,d,23,C
13577,e,139,B
13578,b,131,A
13579,b,173,B
13580,b,105,B
13581,a,145,B
13582,e,23,C
13583,a,55,A
13584,a,3,C
13585,b,170,A
13586,e,109,B
13587,d,119,A
13588,e,76,C
13589,a,118,B
13590,c,119,C
13591,e,84,B
13592,d,102,B
13593,c,112,A
13594,d,193,C
13595,a,135,A
13596,b,177,C
13597,d,98,C
13598,b,91,C
13599,c,144,C
13600,c,14,C
13601,b,75,C
13602,b,167,C
13603,d,165,B
13604,c,118,B
13605,b,148,C
13606,c,181,A
13607,b,158,B
13608,a,170,B
13609,d,72,A
13610,b,26,B
13611,a,15,C
13612,d,94,B
13613,a,148,B
13614,c,157,C
13615,c,175,C
13616,a,192,B
13617,a,17,B
13618,b,85,C
13619,c,124,B
13620,d,11,A
13621,c,11,B
13622,c,138,C
13623,d,168,C
13624,a,120,A
13625,a,119,A
13626,e,159,C
13627,d,109,C
13628,d,134,A
13629,e,120,A
13630,b,93,A
13631,c,64,B
13632,b,131,C
13633,e,123,A
13634,c,20,C
13635,a,137,C
13636,d,133,C
13637,d,128,C
13638,b,155,A
13639,b,37,A
13640,a,66,C
13641,b,34,A
13642,b,33,A
13643,a,145,A
13644,b,33,B
13645,b,91,A
13646,d,167,C
13647,a,1,C
13648,e,109,C
13649,c,155,A
13650,b,66,B
13651,e,67,B
13652,e,75,C
13653,e,27,B
13654,b,121,A
13655,c,7,C
13656,c,19,B
13657,a,129,A
13658,e,142,B
13659,c,109,C
13660,c,182,B
13661,b,94,A
13662,e,131,C
13663,e,68,A
13664,c,136,C
13665,c,70,A
13666,c,115,C
13667,c,3,B
13668,b,186,C
13669,c,159,C
13670,d,50,C
13671,c,182,B
13672,a,156,C
13673,e,125,C
13674,e,181,A
13675,e,40,C
13676,a,170,C
13677,a,110,A
13678,a,56,A
13679,e,59,C
13680,a,196,A
13681,d,82,A
13682,c,20,B
13683,d,156,C
13684,b,65,B
13685,a,2,B
13686,b,87,A
13687,a,104,A
13688,d,192,B
13689,c,151,B
13690,a,109,B
13691,e,141,B
13692,d,110,A
13693,b,32,B
13694,a,43,A
13695,e,22,B
13696,a,148,A
13697,a,3,C
13698,a,107,C
13699,e,19,C
13700,e,11,A
13701,d,14,A
13702,a,125,C
13703,a,160,C
13704,c,13,C
13705,d,111,B
13706,e,40,B
13707,c,135,A
13708,b,131,C
13709,a,20,B
13710,b,5,C
13711,a,191,C
13712,a,70,A
13713,c,84,A
13714,d,136,A
13715,e,99,A
13716,e,68,A
13717,e,49,A
13718,d,75,C
13719,e,57,A
13720,c,24,A
13721,d,87,B
13722,c,168,A
13723,b,109,A
