mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name
15,8,318,150,4135,13.5,72,"""C1""","""plymouth fury iii"""
22,6,198,95,2833,15.5,70,"""C1""","""plymouth duster"""
22.5,6,232,90,3085,17.6,76,"""C1""","""amc hornet"""
12,8,429,198,4952,11.5,73,"""C1""","""mercury marquis brougham"""
27,4,112,88,2640,18.6,82,"""C1""","""chevrolet cavalier wagon"""
27,4,151,90,2735,18,82,"""C1""","""pontiac phoenix"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
33,4,105,74,2190,14.2,81,"""C2""","""volkswagen jetta"""
41.5,4,98,76,2144,14.7,80,"""C2""","""vw rabbit"""
18,6,250,78,3574,21,76,"""C1""","""ford granada ghia"""
14,8,304,150,4257,15.5,74,"""C1""","""amc matador (sw)"""
31.6,4,120,74,2635,18.3,81,"""C3""","""mazda 626"""
35.7,4,98,80,1915,14.4,79,"""C1""","""dodge colt hatchback custom"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
14,8,318,150,4237,14.5,73,"""C1""","""plymouth fury gran sedan"""
22,6,250,105,3353,14.5,76,"""C1""","""chevrolet nova"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
19.4,6,232,90,3210,17.2,78,"""C1""","""amc concord"""
18.5,6,250,98,3525,19,77,"""C1""","""ford granada"""
38,4,91,67,1995,16.2,82,"""C3""","""datsun 310 gx"""
23.8,4,151,85,2855,17.6,78,"""C1""","""oldsmobile starfire sx"""
14,8,351,153,4129,13,72,"""C1""","""ford galaxie 500"""
12,8,429,198,4952,11.5,73,"""C1""","""mercury marquis brougham"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
28,4,97,75,2155,16.4,76,"""C3""","""toyota corolla"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
31,4,71,65,1773,19,71,"""C3""","""toyota corolla 1200"""
16,6,258,110,3632,18,74,"""C1""","""amc matador"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
12,8,429,198,4952,11.5,73,"""C1""","""mercury marquis brougham"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
28,4,120,79,2625,18.6,82,"""C1""","""ford ranger"""
37,4,119,92,2434,15,80,"""C3""","""datsun 510 hatchback"""
32.1,4,98,70,2120,15.5,80,"""C1""","""chevrolet chevette"""
28.4,4,151,90,2670,16,79,"""C1""","""buick skylark limited"""
20.8,6,200,85,3070,16.7,78,"""C1""","""mercury zephyr"""
13,8,302,129,3169,12,75,"""C1""","""ford mustang ii"""
24,4,140,92,2865,16.4,82,"""C1""","""ford fairmont futura"""
30.7,6,145,76,3160,19.6,81,"""C2""","""volvo diesel"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
16,6,250,105,3897,18.5,75,"""C1""","""chevroelt chevelle malibu"""
21.5,6,231,115,3245,15.4,79,"""C1""","""pontiac lemans v6"""
20,6,232,100,2914,16,75,"""C1""","""amc gremlin"""
28,4,140,90,2264,15.5,71,"""C1""","""chevrolet vega 2300"""
33.7,4,107,75,2210,14.4,81,"""C3""","""honda prelude"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
13,8,307,130,4098,14,72,"""C1""","""chevrolet chevelle concours (sw)"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
32.2,4,108,75,2265,15.2,80,"""C3""","""toyota corolla"""
23.7,3,70,100,2420,12.5,80,"""C3""","""mazda rx-7 gs"""
30.7,6,145,76,3160,19.6,81,"""C2""","""volvo diesel"""
32.2,4,108,75,2265,15.2,80,"""C3""","""toyota corolla"""
27.4,4,121,80,2670,15,79,"""C1""","""amc spirit dl"""
26,4,91,70,1955,20.5,71,"""C1""","""plymouth cricket"""
20,6,156,122,2807,13.5,73,"""C3""","""toyota mark ii"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
26,4,116,75,2246,14,74,"""C2""","""fiat 124 tc"""
19,4,122,85,2310,18.5,73,"""C1""","""ford pinto"""
20.6,6,231,105,3380,15.8,78,"""C1""","""buick century special"""
18.5,8,360,150,3940,13,79,"""C1""","""chrysler lebaron town @ country (sw)"""
10,8,360,215,4615,14,70,"""C1""","""ford f250"""
25.5,4,122,96,2300,15.5,77,"""C1""","""plymouth arrow gs"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
21.5,6,231,115,3245,15.4,79,"""C1""","""pontiac lemans v6"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
18.1,6,258,120,3410,15.1,78,"""C1""","""amc concord d/l"""
16,8,400,180,4220,11.1,77,"""C1""","""pontiac grand prix lj"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
27,4,151,90,2735,18,82,"""C1""","""pontiac phoenix"""
18,6,250,88,3021,16.5,73,"""C1""","""ford maverick"""
20.5,6,225,100,3430,17.2,78,"""C1""","""plymouth volare"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
28,4,107,86,2464,15.5,76,"""C2""","""fiat 131"""
21.5,3,80,110,2720,13.5,77,"""C3""","""mazda rx-4"""
15,8,318,150,4135,13.5,72,"""C1""","""plymouth fury iii"""
37,4,119,92,2434,15,80,"""C3""","""datsun 510 hatchback"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
26,4,116,75,2246,14,74,"""C2""","""fiat 124 tc"""
32.2,4,108,75,2265,15.2,80,"""C3""","""toyota corolla"""
15,8,318,150,3399,11,73,"""C1""","""dodge dart custom"""
20.5,6,231,105,3425,16.9,77,"""C1""","""buick skylark"""
24,4,121,110,2660,14,73,"""C2""","""saab 99le"""
16.5,8,351,138,3955,13.2,79,"""C1""","""mercury grand marquis"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
44.6,4,91,67,1850,13.8,80,"""C3""","""honda civic 1500 gl"""
29.5,4,97,71,1825,12.2,76,"""C2""","""volkswagen rabbit"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
18,6,225,105,3121,16.5,73,"""C1""","""plymouth valiant"""
15,6,250,72,3158,19.5,75,"""C1""","""ford maverick"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
19,6,225,95,3264,16,75,"""C1""","""plymouth valiant custom"""
15.5,8,304,120,3962,13.9,76,"""C1""","""amc matador"""
44.6,4,91,67,1850,13.8,80,"""C3""","""honda civic 1500 gl"""
23.2,4,156,105,2745,16.7,78,"""C1""","""plymouth sapporo"""
22.3,4,140,88,2890,17.3,79,"""C1""","""ford fairmont 4"""
19,6,225,100,3630,17.7,77,"""C1""","""plymouth volare custom"""
23.2,4,156,105,2745,16.7,78,"""C1""","""plymouth sapporo"""
25.4,6,168,116,2900,12.6,81,"""C3""","""toyota cressida"""
21,4,122,86,2226,16.5,72,"""C1""","""ford pinto runabout"""
22,6,250,105,3353,14.5,76,"""C1""","""chevrolet nova"""
15,8,350,145,4082,13,73,"""C1""","""chevrolet monte carlo s"""
30,4,135,84,2385,12.9,81,"""C1""","""plymouth reliant"""
20.6,6,231,105,3380,15.8,78,"""C1""","""buick century special"""
15,6,258,110,3730,19,75,"""C1""","""amc matador"""
19.8,6,200,85,2990,18.2,79,"""C1""","""mercury zephyr 6"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
21,4,120,87,2979,19.5,72,"""C2""","""peugeot 504 (sw)"""
14,8,318,150,4237,14.5,73,"""C1""","""plymouth fury gran sedan"""
21,4,120,87,2979,19.5,72,"""C2""","""peugeot 504 (sw)"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
27.2,4,141,71,3190,24.8,79,"""C2""","""peugeot 504"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
22,6,250,105,3353,14.5,76,"""C1""","""chevrolet nova"""
26,4,96,69,2189,18,72,"""C2""","""renault 12 (sw)"""
16,6,225,105,3439,15.5,71,"""C1""","""plymouth satellite custom"""
36,4,120,88,2160,14.5,82,"""C3""","""nissan stanza xe"""
27,4,101,83,2202,15.3,76,"""C2""","""renault 12tl"""
14,8,455,225,4425,10,70,"""C1""","""pontiac catalina"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
29,4,97,78,1940,14.5,77,"""C2""","""volkswagen rabbit custom"""
15,8,350,165,3693,11.5,70,"""C1""","""buick skylark 320"""
33.5,4,85,70,1945,16.8,77,"""C3""","""datsun f-10 hatchback"""
19,6,232,100,2901,16,74,"""C1""","""amc hornet"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
24,4,107,90,2430,14.5,70,"""C2""","""audi 100 ls"""
33.5,4,151,90,2556,13.2,79,"""C1""","""pontiac phoenix"""
31.9,4,89,71,1925,14,79,"""C2""","""vw rabbit custom"""
14,8,455,225,3086,10,70,"""C1""","""buick estate wagon (sw)"""
30,4,88,76,2065,14.5,71,"""C2""","""fiat 124b"""
24,4,140,92,2865,16.4,82,"""C1""","""ford fairmont futura"""
19.8,6,200,85,2990,18.2,79,"""C1""","""mercury zephyr 6"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
15,6,250,72,3158,19.5,75,"""C1""","""ford maverick"""
17,6,231,110,3907,21,75,"""C1""","""buick century"""
21,4,120,87,2979,19.5,72,"""C2""","""peugeot 504 (sw)"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
31,4,79,67,1950,19,74,"""C3""","""datsun b210"""
22,4,108,94,2379,16.5,73,"""C3""","""datsun 610"""
18.5,6,250,110,3645,16.2,76,"""C1""","""pontiac ventura sj"""
29.8,4,134,90,2711,15.5,80,"""C3""","""toyota corona liftback"""
33.7,4,107,75,2210,14.4,81,"""C3""","""honda prelude"""
18,6,232,100,2945,16,73,"""C1""","""amc hornet"""
29.8,4,134,90,2711,15.5,80,"""C3""","""toyota corona liftback"""
28,4,120,79,2625,18.6,82,"""C1""","""ford ranger"""
17.5,6,250,110,3520,16.4,77,"""C1""","""chevrolet concours"""
21,6,231,110,3039,15,75,"""C1""","""buick skyhawk"""
27,4,101,83,2202,15.3,76,"""C2""","""renault 12tl"""
29,4,90,70,1937,14,75,"""C2""","""volkswagen rabbit"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
30.9,4,105,75,2230,14.5,78,"""C1""","""dodge omni"""
22,6,198,95,2833,15.5,70,"""C1""","""plymouth duster"""
16.5,8,351,138,3955,13.2,79,"""C1""","""mercury grand marquis"""
24,4,107,90,2430,14.5,70,"""C2""","""audi 100 ls"""
20.2,6,232,90,3265,18.2,79,"""C1""","""amc concord dl 6"""
36.4,5,121,67,2950,19.9,80,"""C2""","""audi 5000s (diesel)"""
15,6,250,72,3432,21,75,"""C1""","""mercury monarch"""
33.5,4,98,83,2075,15.9,77,"""C1""","""dodge colt m/m"""
13,8,350,165,4274,12,72,"""C1""","""chevrolet impala"""
34.4,4,98,65,2045,16.2,81,"""C1""","""ford escort 4w"""
21,6,199,90,2648,15,70,"""C1""","""amc gremlin"""
21.6,4,121,115,2795,15.7,78,"""C2""","""saab 99gle"""
29,4,135,84,2525,16,82,"""C1""","""dodge aries se"""
15,6,258,110,3730,19,75,"""C1""","""amc matador"""
35.1,4,81,60,1760,16.1,81,"""C3""","""honda civic 1300"""
28,4,90,75,2125,14.5,74,"""C1""","""dodge colt"""
28,4,98,80,2164,15,72,"""C1""","""dodge colt (sw)"""
29,4,68,49,1867,19.5,73,"""C2""","""fiat 128"""
16,8,302,140,4141,14,74,"""C1""","""ford gran torino"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
34.4,4,98,65,2045,16.2,81,"""C1""","""ford escort 4w"""
18.1,6,258,120,3410,15.1,78,"""C1""","""amc concord d/l"""
25,4,121,115,2671,13.5,75,"""C2""","""saab 99le"""
14,8,400,175,4385,12,72,"""C1""","""pontiac catalina"""
14,8,318,150,4237,14.5,73,"""C1""","""plymouth fury gran sedan"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
19.4,8,318,140,3735,13.2,78,"""C1""","""dodge diplomat"""
27.4,4,121,80,2670,15,79,"""C1""","""amc spirit dl"""
19.2,6,231,105,3535,19.2,78,"""C1""","""pontiac phoenix lj"""
24,4,119,97,2545,17,75,"""C3""","""datsun 710"""
27,4,112,88,2640,18.6,82,"""C1""","""chevrolet cavalier wagon"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
16.9,8,350,155,4360,14.9,79,"""C1""","""buick estate wagon (sw)"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
25,4,113,95,2228,14,71,"""C3""","""toyota corona"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
44.3,4,90,48,2085,21.7,80,"""C2""","""vw rabbit c (diesel)"""
20.5,6,231,105,3425,16.9,77,"""C1""","""buick skylark"""
44.3,4,90,48,2085,21.7,80,"""C2""","""vw rabbit c (diesel)"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
20,6,156,122,2807,13.5,73,"""C3""","""toyota mark ii"""
15,6,250,72,3432,21,75,"""C1""","""mercury monarch"""
20,6,156,122,2807,13.5,73,"""C3""","""toyota mark ii"""
34.1,4,91,68,1985,16,81,"""C3""","""mazda glc 4"""
29.8,4,134,90,2711,15.5,80,"""C3""","""toyota corona liftback"""
31,4,71,65,1773,19,71,"""C3""","""toyota corolla 1200"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
24,4,121,110,2660,14,73,"""C2""","""saab 99le"""
24,4,90,75,2108,15.5,74,"""C2""","""fiat 128"""
29,4,90,70,1937,14,75,"""C2""","""volkswagen rabbit"""
14,8,351,153,4129,13,72,"""C1""","""ford galaxie 500"""
25,4,113,95,2228,14,71,"""C3""","""toyota corona"""
15,8,350,145,4082,13,73,"""C1""","""chevrolet monte carlo s"""
26.4,4,140,88,2870,18.1,80,"""C1""","""ford fairmont"""
41.5,4,98,76,2144,14.7,80,"""C2""","""vw rabbit"""
29,4,68,49,1867,19.5,73,"""C2""","""fiat 128"""
22,6,250,105,3353,14.5,76,"""C1""","""chevrolet nova"""
17,8,305,130,3840,15.4,79,"""C1""","""chevrolet caprice classic"""
15.5,8,350,170,4165,11.4,77,"""C1""","""chevrolet monte carlo landau"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
33.5,4,98,83,2075,15.9,77,"""C1""","""dodge colt m/m"""
15,6,250,72,3432,21,75,"""C1""","""mercury monarch"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
15,6,258,110,3730,19,75,"""C1""","""amc matador"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
23,4,122,86,2220,14,71,"""C1""","""mercury capri 2000"""
13,8,360,175,3821,11,73,"""C1""","""amc ambassador brougham"""
19,6,232,100,2634,13,71,"""C1""","""amc gremlin"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
33,4,105,74,2190,14.2,81,"""C2""","""volkswagen jetta"""
25.1,4,140,88,2720,15.4,78,"""C1""","""ford fairmont (man)"""
13,8,302,140,4294,16,72,"""C1""","""ford gran torino (sw)"""
34.7,4,105,63,2215,14.9,81,"""C1""","""plymouth horizon 4"""
14,8,455,225,3086,10,70,"""C1""","""buick estate wagon (sw)"""
29,4,68,49,1867,19.5,73,"""C2""","""fiat 128"""
15.5,8,351,142,4054,14.3,79,"""C1""","""ford country squire (sw)"""
22,6,225,100,3233,15.4,76,"""C1""","""plymouth valiant"""
22,4,140,72,2408,19,71,"""C1""","""chevrolet vega (sw)"""
16.5,6,168,120,3820,16.7,76,"""C2""","""mercedes-benz 280s"""
35.7,4,98,80,1915,14.4,79,"""C1""","""dodge colt hatchback custom"""
21,6,231,110,3039,15,75,"""C1""","""buick skyhawk"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
25,4,113,95,2228,14,71,"""C3""","""toyota corona"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
35.7,4,98,80,1915,14.4,79,"""C1""","""dodge colt hatchback custom"""
19.2,6,231,105,3535,19.2,78,"""C1""","""pontiac phoenix lj"""
29,4,98,83,2219,16.5,74,"""C2""","""audi fox"""
15,6,250,72,3432,21,75,"""C1""","""mercury monarch"""
31,4,79,67,2000,16,74,"""C2""","""fiat x1.9"""
14,8,318,150,4096,13,71,"""C1""","""plymouth fury iii"""
20.8,6,200,85,3070,16.7,78,"""C1""","""mercury zephyr"""
36,4,79,58,1825,18.6,77,"""C2""","""renault 5 gtl"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
22,6,225,100,3233,15.4,76,"""C1""","""plymouth valiant"""
33,4,91,53,1795,17.5,75,"""C3""","""honda civic cvcc"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
21.6,4,121,115,2795,15.7,78,"""C2""","""saab 99gle"""
31.9,4,89,71,1925,14,79,"""C2""","""vw rabbit custom"""
16,6,250,100,3278,18,73,"""C1""","""chevrolet nova custom"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
26.5,4,140,72,2565,13.6,76,"""C1""","""ford pinto"""
29,4,90,70,1937,14,75,"""C2""","""volkswagen rabbit"""
44,4,97,52,2130,24.6,82,"""C2""","""vw pickup"""
21,4,120,87,2979,19.5,72,"""C2""","""peugeot 504 (sw)"""
16,8,318,150,4190,13,76,"""C1""","""dodge coronet brougham"""
32,4,83,61,2003,19,74,"""C3""","""datsun 710"""
13,8,307,130,4098,14,72,"""C1""","""chevrolet chevelle concours (sw)"""
29.5,4,97,71,1825,12.2,76,"""C2""","""volkswagen rabbit"""
20,4,114,91,2582,14,73,"""C2""","""audi 100ls"""
33.5,4,98,83,2075,15.9,77,"""C1""","""dodge colt m/m"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
25.5,4,122,96,2300,15.5,77,"""C1""","""plymouth arrow gs"""
30,4,88,76,2065,14.5,71,"""C2""","""fiat 124b"""
38,4,105,63,2125,14.7,82,"""C1""","""plymouth horizon miser"""
33.7,4,107,75,2210,14.4,81,"""C3""","""honda prelude"""
28,4,112,88,2605,19.6,82,"""C1""","""chevrolet cavalier"""
35.7,4,98,80,1915,14.4,79,"""C1""","""dodge colt hatchback custom"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
14,8,304,150,4257,15.5,74,"""C1""","""amc matador (sw)"""
26.5,4,140,72,2565,13.6,76,"""C1""","""ford pinto"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
12,8,350,180,4499,12.5,73,"""C1""","""oldsmobile vista cruiser"""
18.1,6,258,120,3410,15.1,78,"""C1""","""amc concord d/l"""
14,8,302,137,4042,14.5,73,"""C1""","""ford gran torino"""
32.2,4,108,75,2265,15.2,80,"""C3""","""toyota corolla"""
21,4,140,72,2401,19.5,73,"""C1""","""chevrolet vega"""
25.1,4,140,88,2720,15.4,78,"""C1""","""ford fairmont (man)"""
14,8,318,150,4237,14.5,73,"""C1""","""plymouth fury gran sedan"""
41.5,4,98,76,2144,14.7,80,"""C2""","""vw rabbit"""
34.4,4,98,65,2045,16.2,81,"""C1""","""ford escort 4w"""
21,4,122,86,2226,16.5,72,"""C1""","""ford pinto runabout"""
30,4,98,68,2155,16.5,78,"""C1""","""chevrolet chevette"""
30,4,111,80,2155,14.8,77,"""C1""","""buick opel isuzu deluxe"""
18,6,250,78,3574,21,76,"""C1""","""ford granada ghia"""
14,8,455,225,4425,10,70,"""C1""","""pontiac catalina"""
17,8,304,150,3672,11.5,72,"""C1""","""amc ambassador sst"""
22.3,4,140,88,2890,17.3,79,"""C1""","""ford fairmont 4"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
28.4,4,151,90,2670,16,79,"""C1""","""buick skylark limited"""
27,4,151,90,2950,17.3,82,"""C1""","""chevrolet camaro"""
28,4,90,75,2125,14.5,74,"""C1""","""dodge colt"""
24,4,140,92,2865,16.4,82,"""C1""","""ford fairmont futura"""
34.7,4,105,63,2215,14.9,81,"""C1""","""plymouth horizon 4"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
34.2,4,105,70,2200,13.2,79,"""C1""","""plymouth horizon"""
28.1,4,141,80,3230,20.4,81,"""C2""","""peugeot 505s turbo diesel"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
25,6,181,110,2945,16.4,82,"""C1""","""buick century limited"""
15.5,8,304,120,3962,13.9,76,"""C1""","""amc matador"""
18,6,225,105,3613,16.5,74,"""C1""","""plymouth satellite sebring"""
29,4,90,70,1937,14,75,"""C2""","""volkswagen rabbit"""
36.1,4,91,60,1800,16.4,78,"""C3""","""honda civic cvcc"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
25,4,104,95,2375,17.5,70,"""C2""","""saab 99e"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
28,4,107,86,2464,15.5,76,"""C2""","""fiat 131"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
24,4,121,110,2660,14,73,"""C2""","""saab 99le"""
26,4,91,70,1955,20.5,71,"""C1""","""plymouth cricket"""
20,8,262,110,3221,13.5,75,"""C1""","""chevrolet monza 2+2"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
36,4,107,75,2205,14.5,82,"""C3""","""honda accord"""
25.8,4,156,92,2620,14.4,81,"""C1""","""dodge aries wagon (sw)"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
15,8,302,130,4295,14.9,77,"""C1""","""mercury cougar brougham"""
14,8,340,160,3609,8,70,"""C1""","""plymouth 'cuda 340"""
16,8,302,140,4141,14,74,"""C1""","""ford gran torino"""
23,4,140,83,2639,17,75,"""C1""","""ford pinto"""
20.6,6,225,110,3360,16.6,79,"""C1""","""dodge aspen 6"""
14,8,455,225,3086,10,70,"""C1""","""buick estate wagon (sw)"""
16,6,250,105,3897,18.5,75,"""C1""","""chevroelt chevelle malibu"""
31,4,71,65,1773,19,71,"""C3""","""toyota corolla 1200"""
13,8,307,130,4098,14,72,"""C1""","""chevrolet chevelle concours (sw)"""
34.4,4,98,65,2045,16.2,81,"""C1""","""ford escort 4w"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
28,4,112,88,2605,19.6,82,"""C1""","""chevrolet cavalier"""
22,6,250,105,3353,14.5,76,"""C1""","""chevrolet nova"""
13,8,351,158,4363,13,73,"""C1""","""ford ltd"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
30,4,88,76,2065,14.5,71,"""C2""","""fiat 124b"""
28,4,112,88,2605,19.6,82,"""C1""","""chevrolet cavalier"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
15,6,250,72,3432,21,75,"""C1""","""mercury monarch"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
17,6,231,110,3907,21,75,"""C1""","""buick century"""
31.5,4,98,68,2045,18.5,77,"""C3""","""honda accord cvcc"""
14,8,302,137,4042,14.5,73,"""C1""","""ford gran torino"""
24,4,121,110,2660,14,73,"""C2""","""saab 99le"""
14,8,302,137,4042,14.5,73,"""C1""","""ford gran torino"""
30,4,88,76,2065,14.5,71,"""C2""","""fiat 124b"""
21.1,4,134,95,2515,14.8,78,"""C3""","""toyota celica gt liftback"""
30.9,4,105,75,2230,14.5,78,"""C1""","""dodge omni"""
17.5,8,305,145,3880,12.5,77,"""C1""","""chevrolet caprice classic"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
30,4,79,70,2074,19.5,71,"""C2""","""peugeot 304"""
16,6,250,100,3278,18,73,"""C1""","""chevrolet nova custom"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
26,4,156,92,2585,14.5,82,"""C1""","""chrysler lebaron medallion"""
26,4,122,80,2451,16.5,74,"""C1""","""ford pinto"""
21,6,199,90,2648,15,70,"""C1""","""amc gremlin"""
37,4,119,92,2434,15,80,"""C3""","""datsun 510 hatchback"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
17,6,231,110,3907,21,75,"""C1""","""buick century"""
36,4,79,58,1825,18.6,77,"""C2""","""renault 5 gtl"""
17,6,231,110,3907,21,75,"""C1""","""buick century"""
33,4,91,53,1795,17.5,75,"""C3""","""honda civic cvcc"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
25,4,113,95,2228,14,71,"""C3""","""toyota corona"""
25,4,110,87,2672,17.5,70,"""C2""","""peugeot 504"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
23.9,8,260,90,3420,22.2,79,"""C1""","""oldsmobile cutlass salon brougham"""
30,4,98,68,2155,16.5,78,"""C1""","""chevrolet chevette"""
27,4,97,88,2130,14.5,70,"""C3""","""datsun pl510"""
28.1,4,141,80,3230,20.4,81,"""C2""","""peugeot 505s turbo diesel"""
24,4,121,110,2660,14,73,"""C2""","""saab 99le"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
15,6,250,72,3158,19.5,75,"""C1""","""ford maverick"""
22,4,108,94,2379,16.5,73,"""C3""","""datsun 610"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
18,6,258,110,2962,13.5,71,"""C1""","""amc hornet sportabout (sw)"""
36,4,79,58,1825,18.6,77,"""C2""","""renault 5 gtl"""
35.1,4,81,60,1760,16.1,81,"""C3""","""honda civic 1300"""
24,4,121,110,2660,14,73,"""C2""","""saab 99le"""
32,4,85,70,1990,17,76,"""C3""","""datsun b-210"""
